p,K,K_index,direction,restart_id,init_mode,seed,energy,E_exact,err_pct,fidelity,Q_tot2,n_iter,converged,hit_maxiter,diverged,is_best,warm_won
0.01,6.25,9,down,2,random,160301,6.8258537662649905,1.0000000000000062,582.5853766264947,0.7765884234719121,0.24075038139638538,4000,False,True,False,False,True
0.01,6.25,9,down,3,random,160302,6.855648061665055,1.0000000000000062,585.5648061665012,0.7764343930170171,0.24014532130541724,4000,False,True,False,False,True
0.01,6.0,8,down,0,warm,,6.190642887692618,0.9999999999999979,519.064288769263,0.7766397054483722,0.2730523050114762,4000,False,True,False,True,True
0.01,6.0,8,down,1,random,160400,7.178211509876492,0.9999999999999979,617.8211509876508,0.7764872700082904,0.23954932573858864,4000,False,True,False,False,True
0.01,6.0,8,down,2,random,160401,6.60983880774406,0.9999999999999979,560.9838807744073,0.776609869936697,0.2552892652004203,4000,False,True,False,False,True
0.01,6.0,8,down,3,random,160402,6.483974564047764,0.9999999999999979,548.3974564047777,0.7765993695075674,0.2735175897411496,4000,False,True,False,False,True
0.01,5.75,7,down,0,warm,,5.949866571808945,0.9999999999999851,494.9866571809034,0.7766401113019403,0.27304949772296366,4000,False,True,False,True,True
0.01,5.75,7,down,1,random,160500,7.047198267613641,0.9999999999999851,604.7198267613746,0.7764907552351025,0.2395967384299604,4000,False,True,False,False,True
0.01,5.75,7,down,2,random,160501,6.77337343245981,0.9999999999999851,577.3373432459911,0.7765067191913061,0.2715751028098019,4000,False,True,False,False,True
0.01,5.75,7,down,3,random,160502,6.655426601246459,0.9999999999999851,565.5426601246559,0.7765472035167038,0.25571815000908493,4000,False,True,False,False,True
0.01,5.5,6,down,0,warm,,5.709124519650895,0.43396031512367017,1215.5867761834181,0.005995984231262512,0.2730473049485322,4000,False,True,False,True,True
0.01,5.5,6,down,1,random,160600,6.710360733014376,0.43396031512367017,1446.307461571009,0.008468125943313674,0.23892484409124815,4000,False,True,False,False,True
0.01,5.5,6,down,2,random,160601,6.097384766987894,0.43396031512367017,1305.0558437008829,0.007600452062274025,0.2556635108221328,4000,False,True,False,False,True
0.01,5.5,6,down,3,random,160602,6.100425825028614,0.43396031512367017,1305.7566123967147,0.007901790817676977,0.25615008509036424,4000,False,True,False,False,True
0.01,5.25,5,down,0,warm,,5.4683448290710555,-1.5660396848763014,449.1830304097938,0.0060168003318335295,0.2730457071959938,4000,False,True,False,True,True
0.01,5.25,5,down,1,random,160700,6.1482071735254005,-1.5660396848763014,492.59587307399784,0.007824779700971774,0.25537993151759225,4000,False,True,False,False,True
0.01,5.25,5,down,2,random,160701,6.5352741527367275,-1.5660396848763014,517.3121674916518,0.008224937989031122,0.25542490180612826,4000,False,True,False,False,True
0.01,5.25,5,down,3,random,160702,6.229960535457382,-1.5660396848763014,497.8162619773888,0.008416051122592725,0.22311020143016902,4000,False,True,False,False,True
0.01,5.0,4,down,0,warm,,5.227634664563928,-3.5660396848763805,246.5949660272821,0.006033927514015637,0.27304473911679594,4000,False,True,False,False,False
0.01,5.0,4,down,1,random,160800,3.8305369436837644,-3.5660396848763805,207.41711484392954,0.7280870567100688,0.2589388065233383,4000,False,True,False,True,False
0.01,5.0,4,down,2,random,160801,4.808680554020062,-3.5660396848763805,234.84652384587127,0.7580447077210629,0.27878514389733494,4000,False,True,False,False,False
0.01,5.0,4,down,3,random,160802,6.320110135977808,-3.5660396848763805,277.23050483093266,0.0074452491148094225,0.24146933598198728,4000,False,True,False,False,False
0.01,4.75,3,down,0,warm,,1.5755427252706171,-5.566039684876356,128.30635091502435,0.7624498469883824,0.258242273855586,4000,False,True,False,True,True
0.01,4.75,3,down,1,random,160900,2.120509482918062,-5.566039684876356,138.09727567483498,0.7576004529597552,0.2337328866737337,4000,False,True,False,False,True
0.01,4.75,3,down,2,random,160901,2.3035814835149635,-5.566039684876356,141.3863647033292,0.7605643244418994,0.23800205458029305,4000,False,True,False,False,True
0.01,4.75,3,down,3,random,160902,5.431715576367295,-5.566039684876356,197.5867202514916,0.14695240454146755,0.24019858777779438,4000,False,True,False,False,True
0.01,4.5,2,down,0,warm,,-0.45464969167640246,-7.566039684876367,93.99091584749159,0.7627435341583477,0.25803632990873615,4000,False,True,False,True,True
0.01,4.5,2,down,1,random,161000,-0.14500815777413095,-7.566039684876367,98.08343381988881,0.7535272983958123,0.27055367433740896,4000,False,True,False,False,True
0.01,4.5,2,down,2,random,161001,0.35121407537150945,-7.566039684876367,104.64198034902653,0.7545784663319599,0.25965328408493876,4000,False,True,False,False,True
0.01,4.5,2,down,3,random,161002,0.6229835980608127,-7.566039684876367,108.23394568371198,0.7580954946889509,0.2644465397370195,4000,False,True,False,False,True
0.01,4.25,1,down,0,warm,,-2.479293317275888,-9.56603968487636,74.08234338400686,0.7628588246224681,0.2579485572635015,4000,False,True,False,True,True
0.01,4.25,1,down,1,random,161100,-2.2896787922908937,-9.56603968487636,76.0645066535652,0.7596500858128329,0.2545855118423191,4000,False,True,False,False,True
0.01,4.25,1,down,2,random,161101,-1.70489480314093,-9.56603968487636,82.17763192184619,0.7585717846530898,0.25630659924006627,4000,False,True,False,False,True
0.01,4.25,1,down,3,random,161102,-1.7833771986410771,-9.56603968487636,81.35720468042229,0.7591324682248037,0.25017305522571864,4000,False,True,False,False,True
0.01,4.0,0,down,0,warm,,-4.503363319645194,-11.566039684876385,61.063912606717594,0.7629405512585627,0.2578876386495182,4000,False,True,False,True,True
0.01,4.0,0,down,1,random,161200,-4.046501734269679,-11.566039684876385,65.01393869881981,0.7631545856651547,0.26833839029183804,4000,False,True,False,False,True
0.01,4.0,0,down,2,random,161201,-3.191347398387951,-11.566039684876385,72.40760463098775,0.7563906489093091,0.2549870506855013,4000,False,True,False,False,True
0.01,4.0,0,down,3,random,161202,-2.8701574942320933,-11.566039684876385,75.18461312228526,0.7493246034478978,0.2613892776016195,4000,False,True,False,False,True
