p,K,K_index,restart,seed,energy,E_exact,err_pct,fidelity,Q_tot2,n_iter,converged,hit_maxiter,diverged,is_best,cell_time_s
0.01,4.5,2,0,40002,3.6549665665642763,-7.566039684876383,148.3075257174519,,,2000,False,True,False,False,624.4877498149872
0.01,4.5,2,1,40002,2.863713076261099,-7.566039684876383,137.84956457452006,,,2000,False,True,False,False,624.4877498149872
0.01,4.5,2,2,40002,3.3107573346631582,-7.566039684876383,143.75812806376064,,,2000,False,True,False,False,624.4877498149872
0.01,4.5,2,3,40002,3.1872715042713455,-7.566039684876383,142.12602149896628,,,2000,False,True,False,False,624.4877498149872
0.01,4.5,2,4,40002,4.475464329389574,-7.566039684876383,159.1520070709581,,,2000,False,True,False,False,624.4877498149872
0.01,4.5,2,5,40002,2.5252811010970873,-7.566039684876383,133.37652465853208,0.42171681581802867,0.17543304926945763,2000,False,True,False,True,624.4877498149872
0.01,4.5,2,6,40002,4.196243001983835,-7.566039684876383,155.4615515746187,,,2000,False,True,False,False,624.4877498149872
0.01,4.5,2,7,40002,4.616169030091642,-7.566039684876383,161.01169465604067,,,2000,False,True,False,False,624.4877498149872
0.01,5.75,7,0,40007,4.489334527062541,0.9999999999999998,348.9334527062542,,,2000,False,True,False,False,625.1720058917999
0.01,5.75,7,1,40007,5.125678862632405,0.9999999999999998,412.5678862632406,,,2000,False,True,False,False,625.1720058917999
0.01,5.75,7,2,40007,4.485135309176216,0.9999999999999998,348.51353091762167,0.8360221360824125,0.17939629672932975,2000,False,True,False,True,625.1720058917999
0.01,5.75,7,3,40007,4.832324957055283,0.9999999999999998,383.2324957055284,,,2000,False,True,False,False,625.1720058917999
0.01,5.75,7,4,40007,4.4953398225430945,0.9999999999999998,349.53398225430954,,,2000,False,True,False,False,625.1720058917999
0.01,5.75,7,5,40007,4.487478961513258,0.9999999999999998,348.74789615132585,,,2000,False,True,False,False,625.1720058917999
0.01,5.75,7,6,40007,5.119644384205287,0.9999999999999998,411.96443842052884,,,2000,False,True,False,False,625.1720058917999
0.01,5.75,7,7,40007,4.500967089493981,0.9999999999999998,350.0967089493982,,,2000,False,True,False,False,625.1720058917999
0.01,4.0,0,0,40000,0.12487949965796824,-11.56603968487638,101.07970837953513,,,2000,False,True,False,False,626.4537765979767
0.01,4.0,0,1,40000,-0.007745540514469407,-11.56603968487638,99.93303204272594,,,2000,False,True,False,False,626.4537765979767
0.01,4.0,0,2,40000,0.8434425642756272,-11.56603968487638,107.29240593371388,,,2000,False,True,False,False,626.4537765979767
0.01,4.0,0,3,40000,0.537936430530812,-11.56603968487638,104.65099934971009,,,2000,False,True,False,False,626.4537765979767
0.01,4.0,0,4,40000,-0.055790196237536116,-11.56603968487638,99.51763786259106,,,2000,False,True,False,False,626.4537765979767
0.01,4.0,0,5,40000,0.009775301522687851,-11.56603968487638,100.0845172746162,,,2000,False,True,False,False,626.4537765979767
0.01,4.0,0,6,40000,-0.5486054327554446,-11.56603968487638,95.25675643779094,0.5333368986686011,0.1755894515851804,2000,False,True,False,True,626.4537765979767
0.01,4.0,0,7,40000,-0.09800814907281491,-11.56603968487638,99.15262136614515,,,2000,False,True,False,False,626.4537765979767
0.01,6.0,8,0,40008,4.665096256185635,0.9999999999999949,366.50962561856585,,,2000,False,True,False,False,628.4054443836212
0.01,6.0,8,1,40008,5.301028313742303,0.9999999999999949,430.10283137423306,,,2000,False,True,False,False,628.4054443836212
0.01,6.0,8,2,40008,4.654825422962903,0.9999999999999949,365.48254229629265,,,2000,False,True,False,False,628.4054443836212
0.01,6.0,8,3,40008,5.489977845338747,0.9999999999999949,448.99778453387756,,,2000,False,True,False,False,628.4054443836212
0.01,6.0,8,4,40008,4.741557737719627,0.9999999999999949,374.15577377196513,,,2000,False,True,False,False,628.4054443836212
0.01,6.0,8,5,40008,4.644515128031954,0.9999999999999949,364.45151280319783,0.8360015401581478,0.17928195993508325,2000,False,True,False,True,628.4054443836212
0.01,6.0,8,6,40008,4.645652287247651,0.9999999999999949,364.56522872476745,,,2000,False,True,False,False,628.4054443836212
0.01,6.0,8,7,40008,5.302815645526463,0.9999999999999949,430.28156455264906,,,2000,False,True,False,False,628.4054443836212
0.01,5.5,6,0,40006,4.327045162947422,0.43396031512367017,897.10618970177,,,2000,False,True,False,False,628.8871576786041
0.01,5.5,6,1,40006,5.6452712957549736,0.43396031512367017,1200.8727063317258,,,2000,False,True,False,False,628.8871576786041
0.01,5.5,6,2,40006,4.314792553203968,0.43396031512367017,894.2827495584099,0.005377336031107833,0.17927898382678023,2000,False,True,False,True,628.8871576786041
0.01,5.5,6,3,40006,5.143344292642803,0.43396031512367017,1085.2107470188953,,,2000,False,True,False,False,628.8871576786041
0.01,5.5,6,4,40006,4.3258159369046245,0.43396031512367017,896.8229319936437,,,2000,False,True,False,False,628.8871576786041
