p,K,K_index,restart,seed,energy,E_exact,err_pct,fidelity,Q_tot2,n_iter,converged,hit_maxiter,diverged,is_best,cell_time_s
0.0,-12.0,4,0,170004,-286.99999986322445,-286.9999999999998,4.7656908384753505e-08,,,554,True,False,False,False,99.63220548629761
0.0,-12.0,4,1,170004,-286.99999957203187,-286.9999999999998,1.4911773681894358e-07,,,940,True,False,False,False,99.63220548629761
0.0,-12.0,4,2,170004,-286.99999996509626,-286.9999999999998,1.2161500919750214e-08,,,500,True,False,False,False,99.63220548629761
0.0,-12.0,4,3,170004,-286.9999999806963,-286.9999999999998,6.725943070014568e-09,0.9999999998199045,-3.2309224740310385e-16,289,True,False,False,True,99.63220548629761
0.0,-12.0,4,4,170004,-286.999999901659,-286.9999999999998,3.426507424681007e-08,,,358,True,False,False,False,99.63220548629761
0.0,-12.0,4,5,170004,-286.9999998913589,-286.9999999999998,3.785395380813316e-08,,,440,True,False,False,False,99.63220548629761
0.0,-12.0,4,6,170004,-286.9999983948622,-286.9999999999998,5.592813880619567e-07,,,1140,True,False,False,False,99.63220548629761
0.0,-12.0,4,7,170004,-286.9999976466676,-286.9999999999998,8.19976358744286e-07,,,875,True,False,False,False,99.63220548629761
0.0,-8.0,8,0,170008,-190.99999878983772,-190.9999999999999,6.335927580148949e-07,,,1149,True,False,False,False,123.40786218643188
0.0,-8.0,8,1,170008,-190.99970986890352,-190.9999999999999,0.00015190109757260014,,,2000,False,True,False,False,123.40786218643188
0.0,-8.0,8,2,170008,-190.99999995674798,-190.9999999999999,2.2644974667960193e-08,,,380,True,False,False,False,123.40786218643188
0.0,-8.0,8,3,170008,-190.99999985920508,-190.9999999999999,7.371456045917202e-08,,,412,True,False,False,False,123.40786218643188
0.0,-8.0,8,4,170008,-190.9999992781416,-190.9999999999999,3.779362823860402e-07,,,993,True,False,False,False,123.40786218643188
0.0,-8.0,8,5,170008,-190.9999997949523,-190.9999999999999,1.0735476358956877e-07,,,674,True,False,False,False,123.40786218643188
0.0,-8.0,8,6,170008,-190.9999999728757,-190.9999999999999,1.4201137764281565e-08,0.9999999994708201,-5.013350845524509e-16,379,True,False,False,True,123.40786218643188
0.0,-8.0,8,7,170008,-190.99999992292658,-190.9999999999999,4.0352518069289687e-08,,,773,True,False,False,False,123.40786218643188
0.0,-16.0,0,0,170000,-382.99999969932804,-382.9999999999999,7.850439764458814e-08,,,670,True,False,False,False,128.7248454093933
0.0,-16.0,0,1,170000,-382.99999998290656,-382.9999999999999,4.463009828254496e-09,0.9999999998674529,-5.447031714480845e-16,258,True,False,False,True,128.7248454093933
0.0,-16.0,0,2,170000,-382.9999994309353,-382.9999999999999,1.4858083084157876e-07,,,836,True,False,False,False,128.7248454093933
0.0,-16.0,0,3,170000,-382.9999948318116,-382.9999999999999,1.3493964216975388e-06,,,2000,False,True,False,False,128.7248454093933
0.0,-16.0,0,4,170000,-382.9999910828963,-382.9999999999999,2.3282254754812856e-06,,,2000,False,True,False,False,128.7248454093933
0.0,-16.0,0,5,170000,-382.9999997103735,-382.9999999999999,7.562046237238996e-08,,,474,True,False,False,False,128.7248454093933
0.0,-16.0,0,6,170000,-382.9999999477113,-382.9999999999999,1.365237925611236e-08,,,344,True,False,False,False,128.7248454093933
0.0,-16.0,0,7,170000,-382.99999962707403,-382.9999999999999,9.736967460920595e-08,,,594,True,False,False,False,128.7248454093933
0.0,-9.0,7,0,170007,-214.9999988802643,-214.99999999999991,5.208072691455656e-07,,,1484,True,False,False,False,147.34630155563354
0.0,-9.0,7,1,170007,-214.9999996422712,-214.99999999999991,1.6638544598948974e-07,,,761,True,False,False,False,147.34630155563354
0.0,-9.0,7,2,170007,-214.9999998933935,-214.99999999999991,4.9584382078285497e-08,,,430,True,False,False,False,147.34630155563354
0.0,-9.0,7,3,170007,-214.99999815458,-214.99999999999991,8.583348448536169e-07,,,1984,True,False,False,False,147.34630155563354
0.0,-9.0,7,4,170007,-214.9999998670916,-214.99999999999991,6.181782610351655e-08,,,752,True,False,False,False,147.34630155563354
0.0,-9.0,7,5,170007,-214.99999994054954,-214.99999999999991,2.7651335691442982e-08,0.9999999991486235,-5.0740661670706045e-17,419,True,False,False,True,147.34630155563354
0.0,-9.0,7,6,170007,-214.9998054489357,-214.99999999999991,9.048886708178335e-05,,,2000,False,True,False,False,147.34630155563354
0.0,-9.0,7,7,170007,-214.99999979076438,-214.99999999999991,9.731885457704481e-08,,,647,True,False,False,False,147.34630155563354
0.0,-11.0,5,0,170005,-262.9997143808014,-262.9999999999997,0.0001086004556414135,,,2000,False,True,False,False,153.98042106628418
0.0,-11.0,5,1,170005,-262.99999941458657,-262.9999999999997,2.2259055030096864e-07,,,816,True,False,False,False,153.98042106628418
0.0,-11.0,5,2,170005,-262.99999996281986,-262.9999999999997,1.4136828589879484e-08,,,368,True,False,False,False,153.98042106628418
0.0,-11.0,5,3,170005,-262.99999909841944,-262.9999999999997,3.42806189687491e-07,,,1736,True,False,False,False,153.98042106628418
0.0,-11.0,5,4,170005,-262.9999998823469,-262.9999999999997,4.473490610476606e-08,,,768,True,False,False,False,153.98042106628418
0.0,-11.0,5,5,170005,-262.9999984474312,-262.9999999999997,5.903302303263296e-07,,,865,True,False,False,False,153.98042106628418
0.0,-11.0,5,6,170005,-262.99999999204573,-262.9999999999997,3.024329245001959e-09,0.9999999999086612,-2.0860049798600945e-16,400,True,False,False,True,153.98042106628418
0.0,-11.0,5,7,170005,-262.9994045041727,-262.9999999999997,0.00022642426883734396,,,2000,False,True,False,False,153.98042106628418
0.0,-15.0,1,0,170001,-358.99999357060176,-358.99999999999966,1.7909186349331789e-06,,,2000,False,True,False,False,154.54623222351074
0.0,-15.0,1,1,170001,-358.99984074813796,-358.99999999999966,4.4359850056565265e-05,,,2000,False,True,False,False,154.54623222351074
0.0,-15.0,1,2,170001,-358.9999999840174,-358.99999999999966,4.451884729014312e-09,0.9999999998603715,-1.045170894271534e-15,399,True,False,False,True,154.54623222351074
0.0,-15.0,1,3,170001,-358.99999543333723,-358.99999999999966,1.2720508150380454e-06,,,1951,True,False,False,False,154.54623222351074
0.0,-15.0,1,4,170001,-358.99999905565,-358.99999999999966,2.630500459980237e-07,,,808,True,False,False,False,154.54623222351074
0.0,-15.0,1,5,170001,-358.9999999682097,-358.99999999999966,8.855143792479448e-09,,,328,True,False,False,False,154.54623222351074
0.0,-15.0,1,6,170001,-358.99999956391684,-358.99999999999966,1.214715360176931e-07,,,605,True,False,False,False,154.54623222351074
