p,K,K_index,lambda,n_CX,restart,seed,energy,E_exact,err_pct,n_iter,converged,hit_maxiter,diverged,is_best,cell_time_s
0.005,8.0,24,3,60,1,20243,7.929204307168275,1.0000000000000138,692.9204307168166,2000,False,True,False,False,453.28981041908264
0.005,8.0,24,3,60,2,20243,9.075013042219005,1.0000000000000138,807.501304221888,2000,False,True,False,False,453.28981041908264
0.005,8.0,24,3,60,3,20243,9.289989683822888,1.0000000000000138,828.9989683822761,2000,False,True,False,False,453.28981041908264
0.005,8.0,24,3,60,4,20243,9.286955649345341,1.0000000000000138,828.6955649345213,2000,False,True,False,False,453.28981041908264
0.005,8.0,24,3,60,5,20243,9.287399128394775,1.0000000000000138,828.7399128394646,2000,False,True,False,False,453.28981041908264
0.005,8.0,24,3,60,6,20243,7.916906328227838,1.0000000000000138,691.690632822773,2000,False,True,False,True,453.28981041908264
0.005,8.0,24,3,60,7,20243,9.286897176270308,1.0000000000000138,828.689717627018,2000,False,True,False,False,453.28981041908264
0.005,9.0,25,3,60,0,20253,10.120062143593142,1.000000000000004,912.0062143593101,2000,False,True,False,False,464.36211252212524
0.005,9.0,25,3,60,1,20253,10.116902048346061,1.000000000000004,911.690204834602,2000,False,True,False,False,464.36211252212524
0.005,9.0,25,3,60,2,20253,10.122151474212393,1.000000000000004,912.2151474212352,2000,False,True,False,False,464.36211252212524
0.005,9.0,25,3,60,3,20253,8.850231593097298,1.000000000000004,785.0231593097263,2000,False,True,False,False,464.36211252212524
0.005,9.0,25,3,60,4,20253,9.116314320726318,1.000000000000004,811.6314320726282,2000,False,True,False,False,464.36211252212524
0.005,9.0,25,3,60,5,20253,9.118626843966595,1.000000000000004,811.8626843966559,2000,False,True,False,False,464.36211252212524
0.005,9.0,25,3,60,6,20253,10.146264438338072,1.000000000000004,914.6264438338031,2000,False,True,False,False,464.36211252212524
0.005,9.0,25,3,60,7,20253,8.831700933673018,1.000000000000004,783.1700933672983,2000,False,True,False,True,464.36211252212524
0.005,10.0,26,2,40,0,20262,6.608428609439819,1.0000000000000429,560.8428609439535,2000,False,True,False,True,404.0752155780792
0.005,10.0,26,2,40,1,20262,8.355726813241287,1.0000000000000429,735.5726813240929,2000,False,True,False,False,404.0752155780792
0.005,10.0,26,2,40,2,20262,7.868151671991678,1.0000000000000429,686.8151671991342,2000,False,True,False,False,404.0752155780792
0.005,10.0,26,2,40,3,20262,7.07417443100969,1.0000000000000429,607.4174431009387,2000,False,True,False,False,404.0752155780792
0.005,10.0,26,2,40,4,20262,8.547213980803095,1.0000000000000429,754.7213980802729,2000,False,True,False,False,404.0752155780792
0.005,10.0,26,2,40,5,20262,6.674851405854887,1.0000000000000429,567.48514058546,2000,False,True,False,False,404.0752155780792
0.005,10.0,26,2,40,6,20262,6.652566729828234,1.0000000000000429,565.2566729827948,2000,False,True,False,False,404.0752155780792
0.005,10.0,26,2,40,7,20262,7.744113795302423,1.0000000000000429,674.4113795302092,2000,False,True,False,False,404.0752155780792
0.005,11.0,27,1,20,0,20271,5.1867540811602195,0.9999999999999576,418.67540811604397,2000,False,True,False,True,349.61235904693604
0.005,11.0,27,1,20,1,20271,5.874005269975978,0.9999999999999576,487.40052699762276,2000,False,True,False,False,349.61235904693604
0.005,11.0,27,1,20,2,20271,5.285498140206088,0.9999999999999576,428.5498140206313,2000,False,True,False,False,349.61235904693604
0.005,11.0,27,1,20,3,20271,5.790536774133368,0.9999999999999576,479.05367741336147,2000,False,True,False,False,349.61235904693604
0.005,11.0,27,1,20,4,20271,5.826859812148175,0.9999999999999576,482.68598121484223,2000,False,True,False,False,349.61235904693604
0.005,11.0,27,1,20,5,20271,5.612923713711613,0.9999999999999576,461.2923713711851,2000,False,True,False,False,349.61235904693604
0.005,11.0,27,1,20,6,20271,5.2048896536148135,0.9999999999999576,420.48896536150346,2000,False,True,False,False,349.61235904693604
0.005,11.0,27,1,20,7,20271,5.305543776948885,0.9999999999999576,430.55437769491107,2000,False,True,False,False,349.61235904693604
0.005,10.0,26,3,60,0,20263,10.913108238731292,1.0000000000000429,991.3108238730824,2000,False,True,False,False,454.27576875686646
0.005,10.0,26,3,60,1,20263,11.176248769344003,1.0000000000000429,1017.6248769343523,2000,False,True,False,False,454.27576875686646
0.005,10.0,26,3,60,2,20263,11.268952578632453,1.0000000000000429,1026.895257863197,2000,False,True,False,False,454.27576875686646
0.005,10.0,26,3,60,3,20263,11.14280018679965,1.0000000000000429,1014.2800186799172,2000,False,True,False,False,454.27576875686646
0.005,10.0,26,3,60,4,20263,11.075161662551885,1.0000000000000429,1007.5161662551411,2000,False,True,False,False,454.27576875686646
0.005,10.0,26,3,60,5,20263,10.91652182941764,1.0000000000000429,991.6521829417172,2000,False,True,False,False,454.27576875686646
0.005,10.0,26,3,60,6,20263,9.761246132687683,1.0000000000000429,876.1246132687265,2000,False,True,False,False,454.27576875686646
0.005,10.0,26,3,60,7,20263,9.758623813123448,1.0000000000000429,875.862381312303,2000,False,True,False,True,454.27576875686646
0.005,11.0,27,2,40,0,20272,8.95628734268556,0.9999999999999576,795.6287342685939,2000,False,True,False,False,401.0022509098053
0.005,11.0,27,2,40,1,20272,7.514605871799591,0.9999999999999576,651.460587179991,2000,False,True,False,False,401.0022509098053
0.005,11.0,27,2,40,2,20272,9.247800807698999,0.9999999999999576,824.7800807699391,2000,False,True,False,False,401.0022509098053
0.005,11.0,27,2,40,3,20272,7.275070787265191,0.9999999999999576,627.50707872655,2000,False,True,False,False,401.0022509098053
0.005,11.0,27,2,40,4,20272,8.643600493684332,0.9999999999999576,764.3600493684698,2000,False,True,False,False,401.0022509098053
0.005,11.0,27,2,40,5,20272,9.281204438621815,0.9999999999999576,828.1204438622209,2000,False,True,False,False,401.0022509098053
0.005,11.0,27,2,40,6,20272,8.927898360325809,0.9999999999999576,792.7898360326188,2000,False,True,False,False,401.0022509098053
0.005,11.0,27,2,40,7,20272,7.202169241830901,0.9999999999999576,620.2169241831206,2000,False,True,False,True,401.0022509098053
0.005,12.0,28,1,20,0,20281,7.048033608192513,0.9999999999999709,604.8033608192718,2000,False,True,False,False,351.62828159332275
0.005,12.0,28,1,20,1,20281,6.163930171694934,0.9999999999999709,516.3930171695114,2000,False,True,False,False,351.62828159332275
0.005,12.0,28,1,20,2,20281,5.648684149775049,0.9999999999999709,464.8684149775213,2000,False,True,False,False,351.62828159332275
0.005,12.0,28,1,20,3,20281,6.077487227849869,0.9999999999999709,507.7487227850046,2000,False,True,False,False,351.62828159332275
0.005,12.0,28,1,20,4,20281,5.688191959323711,0.9999999999999709,468.8191959323877,2000,False,True,False,False,351.62828159332275
0.005,12.0,28,1,20,5,20281,6.314786745761759,0.9999999999999709,531.4786745761943,2000,False,True,False,False,351.62828159332275
0.005,12.0,28,1,20,6,20281,5.616696786249342,0.9999999999999709,461.66967862495056,2000,False,True,False,True,351.62828159332275
0.005,12.0,28,1,20,7,20281,5.629543515160482,0.9999999999999709,462.95435151606466,2000,False,True,False,False,351.62828159332275
0.005,13.0,29,1,20,0,20291,6.521342995966911,0.9999999999999853,552.1342995967007,2000,False,True,False,False,351.5104033946991
0.005,13.0,29,1,20,1,20291,6.6695793225090805,0.9999999999999853,566.9579322509179,2000,False,True,False,False,351.5104033946991
0.005,13.0,29,1,20,2,20291,6.12872628703444,0.9999999999999853,512.8726287034531,2000,False,True,False,False,351.5104033946991
0.005,13.0,29,1,20,3,20291,6.6586513592282,0.9999999999999853,565.8651359228297,2000,False,True,False,False,351.5104033946991
0.005,13.0,29,1,20,4,20291,6.09715889839869,0.9999999999999853,509.71588983987795,2000,False,True,False,False,351.5104033946991
0.005,13.0,29,1,20,5,20291,5.974453358014296,0.9999999999999853,497.4453358014383,2000,False,True,False,True,351.5104033946991
0.005,13.0,29,1,20,6,20291,6.020184178166945,0.9999999999999853,502.0184178167033,2000,False,True,False,False,351.5104033946991
0.005,13.0,29,1,20,7,20291,6.709365998497286,0.9999999999999853,570.9365998497384,2000,False,True,False,False,351.5104033946991
0.005,14.0,30,1,20,0,20301,6.392532392642435,1.000000000000024,539.2532392642281,2000,False,True,False,False,352.250164270401
0.005,14.0,30,1,20,1,20301,7.047040396251926,1.000000000000024,604.7040396251757,2000,False,True,False,False,352.250164270401
0.005,14.0,30,1,20,2,20301,7.034125214713047,1.000000000000024,603.4125214712878,2000,False,True,False,False,352.250164270401
0.005,14.0,30,1,20,3,20301,6.544508217914484,1.000000000000024,554.4508217914326,2000,False,True,False,False,352.250164270401
0.005,14.0,30,1,20,4,20301,6.373210241884336,1.000000000000024,537.3210241884183,2000,False,True,False,True,352.250164270401
0.005,14.0,30,1,20,5,20301,7.046995428289977,1.000000000000024,604.6995428289808,2000,False,True,False,False,352.250164270401
0.005,14.0,30,1,20,6,20301,7.143803074919592,1.000000000000024,614.3803074919421,2000,False,True,False,False,352.250164270401
0.005,14.0,30,1,20,7,20301,7.026817707201911,1.000000000000024,602.6817707201742,2000,False,True,False,False,352.250164270401
0.005,12.0,28,2,40,0,20282,8.158473160053752,0.9999999999999709,715.847316005399,2000,False,True,False,False,405.85853934288025
0.005,12.0,28,2,40,1,20282,8.677029483951971,0.9999999999999709,767.7029483952223,2000,False,True,False,False,405.85853934288025
0.005,12.0,28,2,40,2,20282,8.043944767440117,0.9999999999999709,704.394476744035,2000,False,True,False,False,405.85853934288025
0.005,12.0,28,2,40,3,20282,9.858721261733688,0.9999999999999709,885.8721261733974,2000,False,True,False,False,405.85853934288025
0.005,12.0,28,2,40,4,20282,10.189754114367746,0.9999999999999709,918.975411436804,2000,False,True,False,False,405.85853934288025
0.005,12.0,28,2,40,5,20282,9.475227428857512,0.9999999999999709,847.5227428857787,2000,False,True,False,False,405.85853934288025
0.005,12.0,28,2,40,6,20282,9.94370810007503,0.9999999999999709,894.3708100075318,2000,False,True,False,False,405.85853934288025
0.005,12.0,28,2,40,7,20282,7.835503811459531,0.9999999999999709,683.550381145976,2000,False,True,False,True,405.85853934288025
0.005,11.0,27,3,60,0,20273,13.398665494663787,0.9999999999999576,1239.8665494664356,2000,False,True,False,False,458.3230001926422
0.005,11.0,27,3,60,1,20273,10.710961816749311,0.9999999999999576,971.0961816749766,2000,False,True,False,True,458.3230001926422
0.005,11.0,27,3,60,2,20273,11.912985109169796,0.9999999999999576,1091.2985109170302,2000,False,True,False,False,458.3230001926422
0.005,11.0,27,3,60,3,20273,10.720146303871896,0.9999999999999576,972.0146303872351,2000,False,True,False,False,458.3230001926422
0.005,11.0,27,3,60,4,20273,12.181657244003734,0.9999999999999576,1118.165724400425,2000,False,True,False,False,458.3230001926422
0.005,11.0,27,3,60,5,20273,12.402005696550523,0.9999999999999576,1140.2005696551048,2000,False,True,False,False,458.3230001926422
0.005,11.0,27,3,60,6,20273,12.191960201459052,0.9999999999999576,1119.196020145957,2000,False,True,False,False,458.3230001926422
0.005,11.0,27,3,60,7,20273,13.48329084076191,0.9999999999999576,1248.3290840762481,2000,False,True,False,False,458.3230001926422
0.005,13.0,29,2,40,0,20292,8.755305600493555,0.9999999999999853,775.5305600493683,2000,False,True,False,False,403.6745653152466
0.005,13.0,29,2,40,1,20292,8.841997092733788,0.9999999999999853,784.1997092733917,2000,False,True,False,False,403.6745653152466
0.005,13.0,29,2,40,2,20292,8.78572361611836,0.9999999999999853,778.5723616118489,2000,False,True,False,False,403.6745653152466
0.005,13.0,29,2,40,3,20292,9.9650877749608,0.9999999999999853,896.5087774960946,2000,False,True,False,False,403.6745653152466
0.005,13.0,29,2,40,4,20292,8.786107176278934,0.9999999999999853,778.6107176279062,2000,False,True,False,False,403.6745653152466
0.005,13.0,29,2,40,5,20292,8.702720361269115,0.9999999999999853,770.2720361269243,2000,False,True,False,False,403.6745653152466
0.005,13.0,29,2,40,6,20292,12.14198667487925,0.9999999999999853,1114.1986674879429,2000,False,True,False,False,403.6745653152466
0.005,13.0,29,2,40,7,20292,8.508638125726858,0.9999999999999853,750.8638125726982,2000,False,True,False,True,403.6745653152466
0.005,15.0,31,1,20,0,20311,7.683320697818582,0.9999999999999767,668.332069781876,2000,False,True,False,False,348.24463081359863
0.005,15.0,31,1,20,1,20311,6.810099436275949,0.9999999999999767,581.0099436276108,2000,False,True,False,False,348.24463081359863
0.005,15.0,31,1,20,2,20311,6.8690841867319605,0.9999999999999767,586.908418673212,2000,False,True,False,False,348.24463081359863
0.005,15.0,31,1,20,3,20311,7.026209441852125,0.9999999999999767,602.6209441852288,2000,False,True,False,False,348.24463081359863
0.005,15.0,31,1,20,4,20311,6.763299142391684,0.9999999999999767,576.3299142391842,2000,False,True,False,True,348.24463081359863
0.005,15.0,31,1,20,5,20311,6.8763599335377075,0.9999999999999767,587.6359933537867,2000,False,True,False,False,348.24463081359863
0.005,15.0,31,1,20,6,20311,7.188015830422529,0.9999999999999767,618.8015830422696,2000,False,True,False,False,348.24463081359863
0.005,15.0,31,1,20,7,20311,7.5426301124128345,0.9999999999999767,654.263011241301,2000,False,True,False,False,348.24463081359863
0.005,12.0,28,3,60,0,20283,11.662894132652035,0.9999999999999709,1066.2894132652375,2000,False,True,False,False,455.30469274520874
0.005,12.0,28,3,60,1,20283,14.54531895101368,0.9999999999999709,1354.5318951014103,2000,False,True,False,False,455.30469274520874
0.005,12.0,28,3,60,2,20283,11.614212872139795,0.9999999999999709,1061.4212872140133,2000,False,True,False,True,455.30469274520874
0.005,12.0,28,3,60,3,20283,13.211381033545646,0.9999999999999709,1221.138103354603,2000,False,True,False,False,455.30469274520874
0.005,12.0,28,3,60,4,20283,11.730691241404584,0.9999999999999709,1073.0691241404925,2000,False,True,False,False,455.30469274520874
0.005,12.0,28,3,60,5,20283,11.651942883103942,0.9999999999999709,1065.194288310428,2000,False,True,False,False,455.30469274520874
0.005,12.0,28,3,60,6,20283,13.219756992024987,0.9999999999999709,1221.975699202537,2000,False,True,False,False,455.30469274520874
0.005,12.0,28,3,60,7,20283,11.824765039098294,0.9999999999999709,1082.4765039098636,2000,False,True,False,False,455.30469274520874
0.005,16.0,32,1,20,0,20321,7.224785206779302,1.0000000000000222,622.4785206779142,2000,False,True,False,False,348.52564907073975
0.005,16.0,32,1,20,1,20321,7.314182576846469,1.0000000000000222,631.4182576846306,2000,False,True,False,False,348.52564907073975
0.005,16.0,32,1,20,2,20321,8.00435802866495,1.0000000000000222,700.4358028664772,2000,False,True,False,False,348.52564907073975
0.005,16.0,32,1,20,3,20321,7.391202673377714,1.0000000000000222,639.120267337755,2000,False,True,False,False,348.52564907073975
0.005,16.0,32,1,20,4,20321,7.827220002429323,1.0000000000000222,682.7220002429149,2000,False,True,False,False,348.52564907073975
0.005,16.0,32,1,20,5,20321,7.186688644716445,1.0000000000000222,618.6688644716285,2000,False,True,False,True,348.52564907073975
0.005,16.0,32,1,20,6,20321,7.975468024339822,1.0000000000000222,697.5468024339646,2000,False,True,False,False,348.52564907073975
0.005,16.0,32,1,20,7,20321,7.242151914588159,1.0000000000000222,624.2151914587998,2000,False,True,False,False,348.52564907073975
0.005,14.0,30,2,40,0,20302,80.5670643431265,1.000000000000024,7956.706434312457,2000,False,True,False,False,403.1586809158325
0.005,14.0,30,2,40,1,20302,9.247655315614152,1.000000000000024,824.7655315613931,2000,False,True,False,True,403.1586809158325
0.005,14.0,30,2,40,2,20302,12.48784148031152,1.000000000000024,1148.784148031122,2000,False,True,False,False,403.1586809158325
0.005,14.0,30,2,40,3,20302,9.252541823731384,1.000000000000024,825.2541823731162,2000,False,True,False,False,403.1586809158325
0.005,14.0,30,2,40,4,20302,12.699345758654985,1.000000000000024,1169.9345758654679,2000,False,True,False,False,403.1586809158325
0.005,14.0,30,2,40,5,20302,9.414402895907052,1.000000000000024,841.4402895906825,2000,False,True,False,False,403.1586809158325
0.005,14.0,30,2,40,6,20302,9.376143923708153,1.000000000000024,837.6143923707926,2000,False,True,False,False,403.1586809158325
0.005,14.0,30,2,40,7,20302,9.531156201044281,1.000000000000024,853.1156201044054,2000,False,True,False,False,403.1586809158325
0.005,13.0,29,3,60,0,20293,12.762052977268295,0.9999999999999853,1176.2052977268481,2000,False,True,False,False,454.0199272632599
0.005,13.0,29,3,60,1,20293,14.248403106220431,0.9999999999999853,1324.840310622064,2000,False,True,False,False,454.0199272632599
0.005,13.0,29,3,60,2,20293,16.174884418628153,0.9999999999999853,1517.488441862839,2000,False,True,False,False,454.0199272632599
0.005,13.0,29,3,60,3,20293,12.545523052719112,0.9999999999999853,1154.5523052719295,2000,False,True,False,False,454.0199272632599
0.005,13.0,29,3,60,4,20293,12.55450028329255,0.9999999999999853,1155.4500283292732,2000,False,True,False,False,454.0199272632599
0.005,13.0,29,3,60,5,20293,12.544663288593492,0.9999999999999853,1154.4663288593674,2000,False,True,False,False,454.0199272632599
0.005,13.0,29,3,60,6,20293,12.526004586220779,0.9999999999999853,1152.600458622096,2000,False,True,False,True,454.0199272632599
0.005,13.0,29,3,60,7,20293,14.302433511146065,0.9999999999999853,1330.2433511146273,2000,False,True,False,False,454.0199272632599
0.005,15.0,31,2,40,0,20312,11.255437340328488,0.9999999999999767,1025.5437340328751,2000,False,True,False,False,403.2690944671631
0.005,15.0,31,2,40,1,20312,13.411984360110653,0.9999999999999767,1241.1984360110966,2000,False,True,False,False,403.2690944671631
0.005,15.0,31,2,40,2,20312,9.700131262504133,0.9999999999999767,870.0131262504359,2000,False,True,False,True,403.2690944671631
0.005,15.0,31,2,40,3,20312,10.025813032721556,0.9999999999999767,902.581303272179,2000,False,True,False,False,403.2690944671631
0.005,15.0,31,2,40,4,20312,9.979461817998867,0.9999999999999767,897.94618179991,2000,False,True,False,False,403.2690944671631
0.005,15.0,31,2,40,5,20312,10.55700340847102,0.9999999999999767,955.7003408471265,2000,False,True,False,False,403.2690944671631
0.005,15.0,31,2,40,6,20312,11.909083947099468,0.9999999999999767,1090.9083947099746,2000,False,True,False,False,403.2690944671631
0.005,15.0,31,2,40,7,20312,12.031030023470413,0.9999999999999767,1103.1030023470694,2000,False,True,False,False,403.2690944671631
0.005,14.0,30,3,60,0,20303,13.631579581379215,1.000000000000024,1263.157958137889,2000,False,True,False,False,451.84800601005554
0.005,14.0,30,3,60,1,20303,13.631443027320323,1.000000000000024,1263.1443027319995,2000,False,True,False,False,451.84800601005554
0.005,14.0,30,3,60,2,20303,13.928685753154163,1.000000000000024,1292.8685753153827,2000,False,True,False,False,451.84800601005554
0.005,14.0,30,3,60,3,20303,13.47355269713291,1.000000000000024,1247.3552697132586,2000,False,True,False,True,451.84800601005554
0.005,14.0,30,3,60,4,20303,13.598474614333327,1.000000000000024,1259.8474614333,2000,False,True,False,False,451.84800601005554
0.005,14.0,30,3,60,5,20303,13.584394229805698,1.000000000000024,1258.4394229805373,2000,False,True,False,False,451.84800601005554
0.005,14.0,30,3,60,6,20303,13.547649582338057,1.000000000000024,1254.764958233773,2000,False,True,False,False,451.84800601005554
0.005,14.0,30,3,60,7,20303,13.484313794723208,1.000000000000024,1248.4313794722884,2000,False,True,False,False,451.84800601005554
0.005,16.0,32,2,40,0,20322,11.963334943551898,1.0000000000000222,1096.333494355163,2000,False,True,False,False,399.5574538707733
0.005,16.0,32,2,40,1,20322,12.130518043098846,1.0000000000000222,1113.0518043098577,2000,False,True,False,False,399.5574538707733
0.005,16.0,32,2,40,2,20322,10.490563531551125,1.0000000000000222,949.0563531550893,2000,False,True,False,True,399.5574538707733
0.005,16.0,32,2,40,3,20322,11.328933866857394,1.0000000000000222,1032.8933866857144,2000,False,True,False,False,399.5574538707733
0.005,16.0,32,2,40,4,20322,10.71759391322618,1.0000000000000222,971.7593913225942,2000,False,True,False,False,399.5574538707733
0.005,16.0,32,2,40,5,20322,11.100315589564445,1.0000000000000222,1010.03155895642,2000,False,True,False,False,399.5574538707733
0.005,16.0,32,2,40,6,20322,10.720237841908025,1.0000000000000222,972.0237841907785,2000,False,True,False,False,399.5574538707733
0.005,16.0,32,2,40,7,20322,14.324424053565721,1.0000000000000222,1332.4424053565403,2000,False,True,False,False,399.5574538707733
0.005,15.0,31,3,60,0,20313,16.734029512979774,0.9999999999999767,1573.4029512980164,2000,False,True,False,False,453.0182032585144
0.005,15.0,31,3,60,1,20313,14.558537635307667,0.9999999999999767,1355.8537635308007,2000,False,True,False,False,453.0182032585144
0.005,15.0,31,3,60,2,20313,16.710854734243505,0.9999999999999767,1571.0854734243894,2000,False,True,False,False,453.0182032585144
0.005,15.0,31,3,60,3,20313,14.42400142127607,0.9999999999999767,1342.4001421276407,2000,False,True,False,True,453.0182032585144
0.005,15.0,31,3,60,4,20313,16.537939166570187,0.9999999999999767,1553.7939166570573,2000,False,True,False,False,453.0182032585144
0.005,15.0,31,3,60,5,20313,16.066373172524735,0.9999999999999767,1506.637317252511,2000,False,True,False,False,453.0182032585144
0.005,15.0,31,3,60,6,20313,16.31784734724662,0.9999999999999767,1531.7847347247,2000,False,True,False,False,453.0182032585144
0.005,15.0,31,3,60,7,20313,14.522399148314769,0.9999999999999767,1352.2399148315105,2000,False,True,False,False,453.0182032585144
0.01,-16.0,0,1,20,0,30001,-370.1187447440219,-382.9999999999999,3.3632520250595244,2000,False,True,False,False,351.5198721885681
0.01,-16.0,0,1,20,1,30001,-369.24816760184575,-382.9999999999999,3.590556761920141,2000,False,True,False,False,351.5198721885681
0.01,-16.0,0,1,20,2,30001,-370.21828654487246,-382.9999999999999,3.3372619987277896,2000,False,True,False,True,351.5198721885681
0.01,-16.0,0,1,20,3,30001,-369.7862270236754,-382.9999999999999,3.4500712731917744,2000,False,True,False,False,351.5198721885681
0.01,-16.0,0,1,20,4,30001,-369.04048156962466,-382.9999999999999,3.644782879993533,2000,False,True,False,False,351.5198721885681
0.01,-16.0,0,1,20,5,30001,-369.5306927051986,-382.9999999999999,3.5167904163972064,2000,False,True,False,False,351.5198721885681
0.01,-16.0,0,1,20,6,30001,-369.54109304331166,-382.9999999999999,3.5140749234172923,2000,False,True,False,False,351.5198721885681
0.01,-16.0,0,1,20,7,30001,-369.42401920310795,-382.9999999999999,3.5446425057159123,2000,False,True,False,False,351.5198721885681
0.005,16.0,32,3,60,0,20323,15.363318693547383,1.0000000000000222,1436.331869354704,2000,False,True,False,False,460.8821704387665
0.005,16.0,32,3,60,1,20323,17.202212803652724,1.0000000000000222,1620.2212803652344,2000,False,True,False,False,460.8821704387665
0.005,16.0,32,3,60,2,20323,15.736758270400292,1.0000000000000222,1473.6758270399941,2000,False,True,False,False,460.8821704387665
0.005,16.0,32,3,60,3,20323,17.902464245833063,1.0000000000000222,1690.2464245832664,2000,False,True,False,False,460.8821704387665
0.005,16.0,32,3,60,4,20323,15.38129247255426,1.0000000000000222,1438.1292472553919,2000,False,True,False,False,460.8821704387665
0.005,16.0,32,3,60,5,20323,15.307439519358413,1.0000000000000222,1430.7439519358072,2000,False,True,False,True,460.8821704387665
0.005,16.0,32,3,60,6,20323,15.5167111461693,1.0000000000000222,1451.6711146168957,2000,False,True,False,False,460.8821704387665
0.005,16.0,32,3,60,7,20323,15.347411996934845,1.0000000000000222,1434.7411996934507,2000,False,True,False,False,460.8821704387665
0.01,-16.0,0,2,40,0,30002,-361.9336937846716,-382.9999999999999,5.5003410483885835,2000,False,True,False,False,398.9627068042755
0.01,-16.0,0,2,40,1,30002,-358.0357768946647,-382.9999999999999,6.518073917842085,2000,False,True,False,False,398.9627068042755
0.01,-16.0,0,2,40,2,30002,-358.0868013626922,-382.9999999999999,6.504751602430208,2000,False,True,False,False,398.9627068042755
0.01,-16.0,0,2,40,3,30002,-363.56575115215486,-382.9999999999999,5.074216409359016,2000,False,True,False,True,398.9627068042755
0.01,-16.0,0,2,40,4,30002,-354.9086705599774,-382.9999999999999,7.334550767629895,2000,False,True,False,False,398.9627068042755
0.01,-16.0,0,2,40,5,30002,-353.54754296060986,-382.9999999999999,7.689936563809409,2000,False,True,False,False,398.9627068042755
0.01,-16.0,0,2,40,6,30002,-358.0375504017651,-382.9999999999999,6.517610861157913,2000,False,True,False,False,398.9627068042755
0.01,-16.0,0,2,40,7,30002,-358.23045013642746,-382.9999999999999,6.467245395188624,2000,False,True,False,False,398.9627068042755
0.01,-15.0,1,1,20,0,30011,-346.0207674012159,-358.99999999999966,3.6153851250094093,2000,False,True,False,False,349.72777223587036
0.01,-15.0,1,1,20,1,30011,-346.4255848334021,-358.99999999999966,3.502622609080096,2000,False,True,False,False,349.72777223587036
0.01,-15.0,1,1,20,2,30011,-346.45083357020917,-358.99999999999966,3.4955895347605854,2000,False,True,False,True,349.72777223587036
0.01,-15.0,1,1,20,3,30011,-346.1879201573128,-358.99999999999966,3.5688244687150013,2000,False,True,False,False,349.72777223587036
0.01,-15.0,1,1,20,4,30011,-346.1608334800548,-358.99999999999966,3.5763695041629155,2000,False,True,False,False,349.72777223587036
0.01,-15.0,1,1,20,5,30011,-346.129221228686,-358.99999999999966,3.585175145212724,2000,False,True,False,False,349.72777223587036
0.01,-15.0,1,1,20,6,30011,-345.86646892018865,-358.99999999999966,3.6583652032899776,2000,False,True,False,False,349.72777223587036
0.01,-15.0,1,1,20,7,30011,-345.9810387246681,-358.99999999999966,3.6264516087274545,2000,False,True,False,False,349.72777223587036
0.01,-15.0,1,2,40,0,30012,-339.12256036626945,-358.99999999999966,5.5368912628775,2000,False,True,False,False,402.67095160484314
0.01,-15.0,1,2,40,1,30012,-334.6427899947271,-358.99999999999966,6.784738163028579,2000,False,True,False,False,402.67095160484314
0.01,-15.0,1,2,40,2,30012,-335.7401003254675,-358.99999999999966,6.479080689284731,2000,False,True,False,False,402.67095160484314
0.01,-15.0,1,2,40,3,30012,-338.12388895872215,-358.99999999999966,5.815072713447781,2000,False,True,False,False,402.67095160484314
0.01,-15.0,1,2,40,4,30012,-332.5780666255327,-358.99999999999966,7.359870020742893,2000,False,True,False,False,402.67095160484314
0.01,-15.0,1,2,40,5,30012,-332.7473238393968,-358.99999999999966,7.312723164513335,2000,False,True,False,False,402.67095160484314
0.01,-15.0,1,2,40,6,30012,-340.89753228623283,-358.99999999999966,5.042470115255389,2000,False,True,False,True,402.67095160484314
0.01,-15.0,1,2,40,7,30012,-339.31740205083224,-358.99999999999966,5.482617813138561,2000,False,True,False,False,402.67095160484314
0.01,-14.0,2,1,20,0,30021,-322.6451569781195,-335.0000000000001,3.6880128423524283,2000,False,True,False,False,351.09618520736694
0.01,-14.0,2,1,20,1,30021,-323.855135197997,-335.0000000000001,3.326825314030775,2000,False,True,False,False,351.09618520736694
0.01,-14.0,2,1,20,2,30021,-321.99149184995025,-335.0000000000001,3.8831367612089127,2000,False,True,False,False,351.09618520736694
0.01,-14.0,2,1,20,3,30021,-323.34600323550893,-335.0000000000001,3.4788050043257255,2000,False,True,False,False,351.09618520736694
0.01,-14.0,2,1,20,4,30021,-324.32807505356493,-335.0000000000001,3.1856492377418446,2000,False,True,False,True,351.09618520736694
0.01,-14.0,2,1,20,5,30021,-322.61629878510126,-335.0000000000001,3.6966272283280137,2000,False,True,False,False,351.09618520736694
0.01,-14.0,2,1,20,6,30021,-324.1051154890096,-335.0000000000001,3.2522043316389517,2000,False,True,False,False,351.09618520736694
0.01,-14.0,2,1,20,7,30021,-322.9273582853221,-335.0000000000001,3.6037736461725403,2000,False,True,False,False,351.09618520736694
0.01,-13.0,3,1,20,0,30031,-300.9428703543464,-311.0,3.2338037445831564,2000,False,True,False,True,350.20525908470154
0.01,-13.0,3,1,20,1,30031,-300.263010638969,-311.0,3.452408154672354,2000,False,True,False,False,350.20525908470154
0.01,-13.0,3,1,20,2,30031,-298.87658171016386,-311.0,3.8982052378894334,2000,False,True,False,False,350.20525908470154
0.01,-13.0,3,1,20,3,30031,-300.26838125084714,-311.0,3.45068126982407,2000,False,True,False,False,350.20525908470154
